,predictions
382,353.124
383,323.181
384,340.5520000000004
385,323.4430000000001
386,337.213
387,307.3120000000001
388,342.35399999999987
389,333.38099999999974
390,332.97100000000006
391,325.13500000000005
392,319.4370000000001
393,320.9090000000003
394,323.4670000000002
395,314.2269999999998
396,321.54
397,309.2339999999999
398,322.43199999999996
399,347.2800000000001
400,315.7110000000001
401,380.43399999999986
402,302.37199999999984
403,336.90800000000024
404,342.13500000000005
405,326.0790000000001
406,305.1000000000002
407,308.6190000000001
408,324.00900000000024
409,326.3809999999999
410,324.64499999999964
411,315.47499999999985
412,341.77
413,306.2999999999998
414,327.835
415,324.08400000000006
416,319.7259999999999
417,304.802
418,378.82400000000007
419,317.3509999999999
420,339.27499999999986
421,316.97099999999995
422,319.8269999999999
423,314.412
424,316.31500000000034
425,332.74400000000014
426,326.6470000000001
427,337.74899999999997
428,320.85199999999986
429,305.91200000000003
430,307.5769999999999
431,317.2099999999997
432,314.3120000000001
433,310.9270000000001
434,325.52500000000003
435,330.00600000000014
436,303.1669999999997
437,321.725
438,304.8960000000003
439,341.6300000000002
440,307.2190000000002
441,314.6839999999998
442,304.813
443,327.6790000000002
444,314.93400000000025
445,314.22999999999973
446,315.12600000000003
447,335.83700000000005
448,313.5340000000002
449,309.2130000000001
450,320.795
451,312.36299999999994
452,315.719
453,320.344
454,310.70399999999995
455,307.532
456,314.03200000000015
457,315.28300000000013
458,317.5809999999999
459,337.61600000000004
460,345.061
461,338.26599999999985
462,332.3740000000001
463,312.93499999999983
464,333.2180000000003
465,323.08799999999997
466,320.43900000000025
467,330.81899999999973
468,315.7810000000002
469,304.0420000000001
470,319.2490000000001
471,337.09699999999975
472,329.02599999999984
473,324.9599999999998
474,340.66999999999973
475,311.4480000000002
476,312.22700000000003
477,376.6260000000002
478,330.03599999999983
479,336.6120000000002
480,344.3550000000001
481,314.0580000000003
482,353.99900000000025
483,343.96499999999986
484,303.16900000000004
485,328.5440000000001
486,325.28700000000003
487,332.66100000000023
488,358.5599999999998
489,334.5629999999999
490,336.10499999999973
491,333.9519999999998
492,331.324
493,326.32800000000015
494,340.11599999999993
495,327.8470000000002
496,312.535
497,310.0639999999999
498,323.5670000000003
499,306.6979999999999
500,314.01
501,309.1800000000001
502,328.5030000000001
503,311.7640000000001
504,324.31800000000004
505,321.0839999999998
506,321.44000000000017
507,328.26300000000003
508,316.0720000000001
509,336.11499999999995
510,321.10799999999995
511,331.9849999999999
512,324.9940000000002
513,328.8490000000001
514,309.45099999999985
515,314.63700000000006
516,330.06199999999995
517,315.75800000000004
518,341.51000000000005
519,317.01700000000005
520,321.9799999999998
521,304.3610000000001
522,302.933
523,317.2930000000002
524,312.658
525,330.2560000000001
526,302.62899999999996
527,318.86899999999974
528,314.0480000000001
529,315.53999999999996
530,369.8420000000002
531,322.87699999999984
532,338.4719999999999
533,336.2490000000001
534,343.8599999999999
535,343.6280000000003
536,327.529
537,331.1449999999999
538,310.3199999999999
539,319.6749999999998
540,329.675
541,322.50000000000017
542,318.22600000000006
543,311.835
544,335.31200000000007
545,327.155
546,338.5559999999999
547,330.8320000000001
548,367.2479999999998
549,308.70500000000027
550,302.42400000000004
551,305.44999999999993
552,333.01799999999974
553,305.20199999999994
554,324.2719999999999
555,411.9540000000003
556,309.683
557,306.0910000000002
558,347.042
559,330.595
560,326.17699999999996
561,316.1969999999997
562,329.6419999999999
563,327.92600000000004
564,324.96000000000004
565,312.4129999999999
566,310.8499999999998
567,333.492
568,314.60100000000006
569,321.4709999999999
570,327.22000000000014
571,319.487
572,329.61099999999993
573,307.0050000000001
574,319.703
575,333.25899999999984
576,330.091
577,308.80100000000004
578,321.3510000000001
579,311.88700000000017
580,327.6840000000001
581,312.87999999999994
582,328.9550000000001
583,304.06699999999995
584,331.0529999999999
585,324.60400000000004
586,332.7069999999999
587,339.5880000000002
588,344.7019999999996
589,307.77700000000016
590,326.2370000000002
591,305.457
592,331.25200000000007
593,319.3129999999999
594,366.18899999999985
595,323.0310000000001
596,328.39300000000003
597,310.8780000000001
598,302.21800000000013
599,320.93099999999987
600,310.972
601,332.9059999999996
602,306.806
603,319.0809999999999
604,365.6469999999999
605,312.81899999999985
606,320.58200000000005
607,318.175
608,321.31500000000005
609,327.7150000000001
610,334.69200000000006
611,319.01999999999987
612,322.69599999999997
613,329.0960000000001
614,375.05100000000004
615,339.82900000000006
616,322.08299999999997
617,316.2200000000001
618,331.7269999999999
619,313.6049999999999
620,332.14200000000005
621,313.3689999999999
622,329.0430000000002
623,303.4119999999998
624,312.96799999999996
625,325.45399999999995
626,368.2290000000001
627,362.2660000000001
628,332.92999999999995
629,320.4320000000002
630,321.1179999999999
631,337.86899999999986
632,336.7559999999999
633,327.512
634,301.54100000000017
635,306.61100000000005
636,315.4279999999999
637,310.7040000000001
638,317.297
639,304.8270000000003
640,324.59399999999994
641,321.78099999999995
642,333.7429999999998
643,323.93999999999994
644,327.9389999999998
645,320.64799999999997
646,325.0990000000001
647,307.1070000000003
648,328.95900000000006
649,307.6009999999999
650,341.8140000000001
651,326.569
652,313.43299999999994
653,306.73999999999984
654,309.438
655,324.3540000000001
656,327.1159999999998
657,325.0339999999998
658,320.1869999999999
659,329.7999999999998
660,313.64899999999994
661,334.973
662,310.7660000000002
663,338.6209999999999
664,349.91999999999985
665,306.3750000000002
666,329.55400000000026
667,317.3000000000002
668,328.51799999999986
669,322.55600000000027
670,370.2810000000003
671,303.23999999999995
672,337.9199999999999
673,316.546
674,334.8999999999999
675,306.8500000000002
676,323.1510000000002
677,315.75300000000004
678,319.43000000000006
679,406.2439999999996
680,353.30400000000003
681,329.19000000000005
682,324.696
683,318.7860000000001
684,355.1230000000001
685,312.69700000000006
686,326.1599999999999
687,340.7250000000001
688,331.42599999999993
689,342.3409999999999
690,329.18299999999994
691,310.55799999999994
692,303.81400000000014
693,337.0620000000002
694,346.61800000000005
695,333.675
696,326.9140000000001
697,324.8499999999999
698,323.0080000000002
699,342.8030000000001
700,342.3420000000002
701,322.772
702,337.30799999999994
703,308.10300000000007
704,362.40900000000016
705,305.48800000000017
706,310.15200000000004
707,305.76900000000006
708,305.7039999999998
709,320.082
710,310.7189999999999
711,317.599
712,316.1030000000001
713,338.3429999999998
714,306.6400000000001
715,322.9030000000001
716,326.52199999999976
717,322.1370000000001
718,355.409
719,304.1639999999997
720,317.42900000000014
721,326.13800000000026
722,342.9709999999999
723,322.64200000000005
724,324.407
725,319.13199999999995
726,319.99499999999995
727,363.60700000000014
728,320.34600000000006
729,322.9630000000002
730,305.771
731,328.71699999999976
732,309.55600000000004
733,315.64399999999983
734,333.80800000000005
735,365.496
736,363.6460000000001
737,329.57800000000003
738,332.83899999999977
739,303.58999999999986
740,309.7210000000001
741,327.05399999999986
742,324.24800000000005
743,340.70200000000017
744,313.07100000000014
745,323.1819999999999
746,325.69300000000004
747,324.12499999999994
748,383.5159999999999
749,352.107
750,331.222
751,328.91899999999987
752,316.4360000000001
753,330.43200000000013
754,353.323
755,308.34999999999985
756,317.34199999999987
757,348.838
758,312.8970000000002
759,304.772
760,313.1610000000003
761,352.6629999999998
762,311.9889999999998
763,325.3290000000001
764,319.728
765,325.85699999999997
766,330.35499999999985
767,302.138
768,318.65700000000004
769,321.7030000000001
770,311.6829999999998
771,325.20500000000015
772,308.80000000000024
773,356.57699999999977
774,309.1330000000004
775,315.9210000000001
776,305.2519999999998
777,322.4590000000002
778,305.5869999999999
779,313.07300000000026
780,326.33400000000006
781,328.92499999999984
782,332.9840000000002
783,323.0679999999998
784,329.59199999999987
785,302.176
786,330.19200000000006
787,314.4010000000002
788,313.5730000000001
789,329.9509999999996
790,304.1700000000001
791,329.1840000000001
792,301.02400000000017
793,307.19099999999975
794,383.7080000000001
795,316.9160000000001
796,316.0300000000002
797,360.89999999999986
798,348.19699999999983
799,327.41200000000003
800,321.5330000000001
801,320.58900000000017
802,314.9729999999998
803,341.8010000000003
804,302.249
805,324.0320000000002
806,341.2610000000001
807,318.27499999999986
808,312.9560000000001
809,380.0350000000002
810,325.03400000000016
811,329.71799999999973
812,304.45000000000016
813,336.7109999999999
814,333.04699999999997
815,304.967
816,332.86000000000007
817,331.0020000000001
818,348.8000000000001
819,309.31899999999996
820,313.44800000000026
821,322.55400000000003
822,360.79500000000013
823,313.18300000000016
824,306.71599999999995
825,338.84700000000026
826,302.922
827,327.966
828,318.3279999999999
829,302.0749999999999
830,320.98099999999994
831,339.6479999999999
832,338.88699999999983
833,316.15699999999987
834,323.593
835,314.82299999999987
836,312.945
837,339.50000000000006
838,311.30199999999985
839,303.50700000000006
840,336.14200000000017
841,300.99600000000027
842,326.35900000000015
843,305.95400000000006
844,320.61999999999995
845,318.70099999999985
846,313.98699999999997
847,333.827
848,330.52499999999986
849,317.18000000000023
850,313.1040000000001
851,323.29200000000003
852,327.028
853,306.7889999999999
854,319.80400000000003
855,313.64300000000003
856,331.3489999999998
857,311.02199999999993
858,324.5549999999997
859,303.42600000000004
860,318.52900000000017
861,317.0920000000003
862,319.94200000000006
863,343.7729999999998
864,337.6140000000001
865,323.7770000000001
866,332.98499999999984
867,303.2669999999999
868,325.1110000000002
869,345.5549999999996
870,316.5430000000001
871,331.1649999999999
872,339.664
873,318.126
874,331.7870000000001
875,317.37
876,364.2649999999999
877,303.923
878,310.97200000000004
879,313.35099999999983
880,306.86600000000016
881,305.956
882,310.6789999999998
883,306.3129999999999
884,313.1160000000001
885,303.12700000000007
886,314.46200000000016
887,319.71500000000015
888,310.98400000000004
889,328.559
890,308.373
891,328.3380000000002
892,304.59999999999997
893,323.6970000000002
894,332.69099999999986
895,323.83100000000013
896,326.4219999999998
897,319.4100000000003
898,315.277
899,333.625
900,330.98699999999997
901,329.1340000000002
902,325.7499999999997
903,302.17900000000014
904,303.14700000000016
905,311.8210000000001
906,305.00500000000005
907,329.9019999999999
908,320.691
909,323.9689999999997
910,320.67800000000005
911,342.06999999999994
912,325.0859999999999
913,306.56300000000016
914,307.943
915,338.5850000000001
916,315.405
917,343.24200000000013
918,317.00600000000003
919,324.555
920,324.22400000000016
921,303.99500000000006
922,309.7299999999999
923,382.3430000000002
924,345.61400000000003
925,364.29700000000025
926,330.8060000000002
927,310.768
928,305.391
929,301.31000000000006
930,330.26500000000016
931,329.7189999999999
932,318.0619999999998
933,329.02799999999996
934,304.567
935,441.76700000000034
936,343.04600000000005
937,331.023
938,370.7829999999998
939,305.0230000000001
940,324.44700000000006
941,321.84200000000004
942,337.6480000000001
943,318.93200000000013
944,307.2240000000001
945,303.79300000000006
946,309.6
947,306.31999999999994
948,319.151
949,301.95899999999983
950,306.705
951,323.7040000000001
952,375.86199999999974
953,310.2750000000003
954,320.793
955,324.54900000000004
956,329.08700000000005
957,331.68799999999993
958,318.202
959,329.74500000000006
960,315.34900000000005
961,302.97100000000023
962,331.00000000000006
963,309.83700000000016
964,339.74199999999996
965,342.74300000000005
966,337.62200000000024
967,303.2
968,301.3000000000001
969,314.82599999999996
970,313.48
971,331.8260000000002
972,305.0139999999998
973,353.25899999999984
974,336.8159999999999
975,337.1490000000001
976,326.4699999999999
977,322.9940000000002
978,334.2670000000001
979,312.8
980,331.8370000000001
981,327.596
982,321.0730000000001
983,319.15499999999986
984,339.4189999999998
985,304.29900000000004
986,383.59899999999993
987,337.3909999999999
988,333.93699999999995
989,332.57499999999993
990,312.647
991,321.0410000000001
992,323.45399999999995
993,331.7159999999999
994,325.65699999999987
995,326.49000000000007
996,310.83499999999987
997,343.0340000000001
998,303.31600000000003
999,315.858
1000,303.6119999999999
1001,328.62099999999987
1002,342.1809999999999
1003,332.7380000000001
1004,315.4759999999999
1005,339.28899999999993
1006,316.67899999999986
1007,330.5789999999999
1008,303.08200000000016
1009,328.763
1010,319.0649999999998
1011,309.548
1012,302.5240000000001
1013,310.359
1014,304.168
1015,314.01100000000014
1016,311.742
1017,323.45300000000003
1018,320.6939999999999
1019,318.0110000000002
1020,310.30700000000013
1021,303.11400000000003
1022,317.9959999999998
1023,319.1520000000002
1024,313.546
1025,323.72900000000004
1026,315.1760000000001
1027,326.99700000000024
1028,325.955
1029,328.30800000000016
1030,341.9550000000001
1031,304.40999999999997
1032,303.2199999999999
1033,332.19599999999997
1034,304.684
1035,309.67100000000005
1036,343.9190000000001
1037,349.6279999999999
1038,357.235
1039,317.34599999999995
1040,326.0150000000001
1041,304.915
1042,307.252
1043,327.62899999999996
1044,310.61499999999995
1045,304.99700000000007
1046,322.82899999999995
1047,300.48999999999984
1048,310.45399999999967
1049,312.502
1050,316.04200000000014
1051,310.65600000000006
1052,306.13599999999997
1053,383.73699999999997
1054,308.0970000000002
1055,343.832
1056,338.57900000000006
1057,365.7380000000002
1058,318.47999999999985
1059,311.684
1060,341.04100000000005
1061,301.50900000000007
1062,318.62199999999973
1063,332.9970000000001
1064,315.36999999999995
1065,309.12600000000015
1066,310.51000000000005
1067,308.57899999999984
1068,322.154
1069,335.62800000000004
1070,310.043
1071,327.8190000000001
1072,331.62699999999995
1073,312.777
1074,352.74300000000005
1075,304.518
1076,344.22
1077,311.34899999999993
1078,303.98900000000003
1079,315.7840000000002
1080,318.1469999999998
1081,335.11800000000017
1082,310.24099999999976
1083,321.4439999999999
1084,305.737
1085,324.38500000000005
1086,321.03200000000004
1087,313.55200000000013
1088,308.58100000000013
1089,301.99
1090,317.50599999999974
1091,325.75399999999996
1092,312.5729999999999
1093,331.5809999999998
1094,332.2890000000001
1095,338.282
1096,303.30400000000014
1097,322.3469999999999
1098,325.353
1099,334.21399999999994
1100,330.9219999999998
1101,328.99
1102,318.54999999999995
1103,302.29600000000005
1104,314.81599999999986
1105,305.27100000000013
1106,308.84899999999976
1107,324.34100000000007
1108,332.83899999999994
1109,340.89299999999986
1110,318.1700000000001
1111,326.3099999999999
1112,304.65800000000013
1113,316.3970000000001
1114,325.758
1115,314.4159999999997
1116,319.42599999999993
1117,317.77099999999996
1118,319.8999999999997
1119,301.62499999999994
1120,313.1649999999999
1121,313.69499999999994
1122,320.30500000000006
1123,316.84899999999993
1124,314.34700000000004
1125,331.72400000000016
1126,336.75099999999975
1127,338.0830000000002
1128,313.43499999999995
1129,321.61699999999996
1130,318.3600000000002
1131,385.134
1132,322.6630000000002
1133,324.0819999999999
1134,316.71099999999984
1135,345.3569999999998
1136,323.8470000000001
1137,318.32599999999974
1138,308.0590000000001
1139,314.362
1140,340.6369999999998
1141,333.66099999999983
1142,312.094
1143,396.4570000000004
1144,331.87899999999996
1145,337.8349999999999
1146,345.66200000000026
1147,309.107
1148,338.9840000000002
1149,323.782
1150,335.142
1151,315.526
1152,319.6679999999999
1153,319.91700000000014
1154,324.969
1155,322.59299999999996
1156,308.269
1157,327.296
1158,319.71
1159,330.505
1160,302.28900000000027
1161,322.11899999999974
1162,304.2900000000001
1163,312.9490000000002
1164,305.5770000000001
1165,312.97200000000015
1166,326.2260000000002
1167,304.8869999999999
1168,305.38500000000016
1169,338.074
1170,353.7290000000001
1171,327.9120000000001
1172,334.50500000000005
1173,317.23800000000006
1174,328.1089999999999
1175,320.8100000000002
1176,304.244
1177,316.48499999999984
1178,321.9300000000001
1179,333.4619999999999
1180,340.107
1181,328.27400000000046
1182,304.93000000000006
1183,351.09100000000007
1184,379.3729999999999
1185,324.8579999999998
1186,311.7479999999999
1187,314.27400000000006
1188,301.6800000000001
1189,315.73799999999994
1190,341.1609999999999
1191,333.809
1192,308.6890000000001
1193,315.7209999999998
1194,328.76999999999987
1195,325.4599999999999
1196,328.57700000000017
1197,313.975
1198,316.378
1199,320.7439999999999
1200,304.06399999999985
1201,310.3079999999999
1202,307.2609999999999
1203,306.2680000000002
1204,325.1229999999998
1205,305.539
1206,322.19500000000016
1207,343.72899999999987
1208,321.6460000000002
1209,310.63699999999994
1210,310.1199999999997
1211,305.424
1212,305.4770000000003
1213,317.1549999999999
1214,321.3950000000002
1215,307.6449999999999
1216,357.44699999999966
1217,315.82700000000017
1218,345.9100000000001
1219,345.5569999999999
1220,309.2439999999999
1221,313.43599999999986
1222,313.48300000000006
1223,338.457
1224,331.07400000000007
1225,329.2209999999998
1226,323.44000000000005
1227,311.05
1228,317.01599999999996
1229,322.131
1230,340.83699999999976
1231,328.0270000000001
1232,332.5559999999998
1233,326.4639999999998
1234,321.7229999999998
1235,322.49799999999993
1236,302.8969999999999
1237,310.5880000000001
1238,322.49500000000023
1239,328.93500000000006
1240,305.31100000000015
1241,332.4060000000001
1242,314.8059999999997
1243,308.94000000000005
1244,325.0570000000001
1245,321.6640000000002
1246,314.97000000000014
1247,324.2699999999998
1248,332.094
1249,306.29000000000013
1250,326.79
1251,327.6540000000001
1252,314.945
1253,353.209
1254,317.058
1255,335.2569999999996
1256,333.0649999999998
1257,313.4730000000002
1258,302.50099999999986
1259,312.17200000000014
1260,328.431
1261,303.58099999999996
1262,352.6320000000001
1263,350.694
1264,378.54699999999997
1265,318.9749999999999
1266,310.634
1267,339.58099999999996
1268,330.95000000000005
1269,330.13800000000003
1270,364.6869999999997
1271,327.63300000000015
1272,369.7960000000002
1273,335.5319999999997
1274,321.30200000000013
1275,318.62800000000004
1276,340.82599999999996
1277,310.983
1278,320.50199999999984
1279,326.783
1280,320.32899999999995
1281,329.6900000000002
1282,315.85900000000004
1283,319.095
1284,327.83799999999997
1285,381.75800000000004
1286,341.41899999999987
1287,308.6949999999999
1288,328.8960000000002
1289,343.0430000000001
1290,364.001
1291,317.74599999999975
1292,326.9449999999999
1293,318.42999999999984
1294,339.08299999999997
1295,313.5399999999999
1296,310.52299999999997
1297,318.5130000000001
1298,320.2209999999998
1299,350.33200000000005
1300,327.37100000000004
1301,309.987
1302,304.3909999999999
1303,312.03599999999966
1304,318.38700000000006
1305,347.25200000000024
1306,331.28
1307,329.35900000000015
1308,322.1669999999997
1309,312.98300000000006
1310,304.0060000000001
1311,303.5410000000001
1312,338.8319999999996
1313,313.74699999999996
1314,335.69999999999976
1315,329.607
1316,315.22300000000007
1317,303.455
1318,311.9200000000001
1319,306.473
1320,318.38800000000003
1321,324.59100000000007
1322,329.73799999999983
1323,313.74300000000005
1324,319.4310000000001
1325,303.52599999999967
1326,309.8150000000001
1327,323.96499999999963
1328,318.9150000000002
1329,327.76700000000017
1330,309.2340000000001
1331,347.189
1332,310.189
1333,328.9239999999998
1334,311.7989999999998
1335,325.6450000000002
1336,333.6169999999999
1337,320.2039999999998
1338,315.5460000000001
1339,326.0729999999998
1340,320.994
1341,316.4999999999998
1342,311.43699999999984
1343,325.05499999999995
1344,314.1969999999999
1345,335.54899999999986
1346,319.5840000000001
1347,335.3020000000002
1348,316.15799999999996
1349,312.32899999999995
1350,357.91399999999993
1351,307.5689999999998
1352,310.48699999999997
1353,348.55100000000004
1354,364.1699999999999
1355,313.8520000000004
1356,325.6740000000001
1357,305.4270000000003
1358,323.128
1359,308.3560000000001
1360,335.41700000000014
1361,303.3309999999999
1362,319.06599999999986
1363,303.7720000000002
1364,326.61899999999997
1365,308.42400000000004
1366,323.076
1367,333.49
1368,304.94799999999975
1369,328.6540000000001
1370,335.53300000000013
1371,327.0300000000003
1372,335.9910000000002
1373,340.69000000000005
1374,348.17800000000017
1375,321.86400000000003
1376,335.5310000000002
1377,327.99899999999997
1378,324.811
1379,321.7879999999999
1380,331.3640000000001
1381,346.3239999999998
1382,330.328
1383,302.81000000000006
1384,307.742
1385,316.4949999999999
1386,334.226
1387,322.8869999999998
1388,309.4820000000001
1389,318.2249999999999
1390,306.638
1391,305.95900000000006
1392,309.12199999999984
1393,490.04099999999994
1394,398.8430000000003
1395,302.726
1396,310.25400000000013
1397,308.3369999999998
1398,309.60899999999975
1399,320.1019999999998
1400,316.1270000000003
1401,319.05899999999997
1402,325.51700000000017
1403,316.30199999999996
1404,313.9090000000002
1405,319.374
1406,335.8229999999998
1407,301.838
1408,313.8690000000002
1409,325.23600000000005
1410,316.9540000000003
1411,333.25599999999986
1412,313.232
1413,319.709
1414,331.865
1415,334.98800000000006
1416,317.75299999999993
1417,316.9689999999999
1418,347.634
1419,339.76399999999995
1420,329.5509999999998
1421,347.33400000000023
1422,337.1189999999999
1423,333.31699999999984
1424,327.99599999999975
1425,309.30100000000016
1426,345.27799999999996
1427,328.4149999999998
1428,321.28000000000014
1429,317.7119999999999
1430,345.6410000000002
1431,312.8610000000003
1432,344.66
1433,321.915
1434,303.42400000000004
1435,322.24199999999985
1436,306.5710000000001
1437,337.38999999999965
1438,326.0790000000003
1439,315.2809999999999
1440,348.3579999999997
1441,337.0
1442,328.9069999999997
1443,361.63800000000003
1444,321.8180000000001
1445,321.6870000000002
1446,384.67099999999976
