,predictions
3018,356.70400000000006
3019,334.2969999999998
3020,326.7240000000002
3021,314.001
3022,335.56699999999995
3023,328.74500000000006
3024,309.365
3025,350.35600000000045
3026,323.0440000000002
3027,313.41399999999993
3028,341.68100000000015
3029,307.65499999999986
3030,321.7089999999998
3031,312.97
3032,306.214
3033,331.07499999999993
3034,315.19499999999994
3035,331.76700000000005
3036,313.1599999999999
3037,325.11199999999974
3038,353.40600000000006
3039,320.2019999999999
3040,334.01199999999983
3041,300.5830000000002
3042,353.4189999999998
3043,304.481
3044,340.64400000000006
3045,324.8879999999997
3046,325.2069999999999
3047,314.7960000000001
3048,329.4119999999998
3049,328.96899999999994
3050,325.9120000000001
3051,321.6200000000002
3052,319.66700000000014
3053,326.9489999999998
3054,305.99800000000005
3055,333.26700000000005
3056,302.7270000000002
3057,324.55100000000016
3058,325.319
3059,337.08200000000016
3060,316.3300000000001
3061,312.39899999999994
3062,348.5700000000002
3063,309.04600000000005
3064,310.5959999999999
3065,305.347
3066,321.41000000000014
3067,328.9099999999998
3068,333.2099999999999
3069,338.6809999999999
3070,399.6699999999999
3071,317.3459999999999
3072,352.9530000000003
3073,308.70200000000017
3074,308.873
3075,303.3050000000001
3076,331.00300000000027
3077,305.49400000000037
3078,314.223
3079,325.7130000000003
3080,305.7050000000001
3081,346.32800000000026
3082,341.0130000000004
3083,343.45399999999995
3084,320.03699999999986
3085,329.4799999999999
3086,326.5219999999999
3087,322.72499999999985
3088,320.54900000000015
3089,320.73300000000006
3090,304.40800000000013
3091,312.9690000000002
3092,344.73800000000006
3093,301.9109999999999
3094,342.65999999999985
3095,327.5590000000001
3096,329.5170000000001
3097,321.45100000000036
3098,313.0419999999997
3099,311.24100000000016
3100,311.5600000000001
3101,300.6689999999999
3102,313.2610000000001
3103,318.59499999999986
3104,308.4170000000002
3105,355.668
3106,331.9939999999998
3107,317.7439999999999
3108,301.3089999999999
3109,308.172
3110,328.26599999999985
3111,311.95900000000023
3112,306.31100000000015
3113,301.961
3114,322.91700000000003
3115,365.917
3116,325.73499999999996
3117,324.19300000000015
3118,309.0460000000001
3119,322.3460000000002
3120,313.37700000000024
3121,337.7790000000001
3122,374.24999999999994
3123,319.42799999999994
3124,321.25500000000017
3125,308.7779999999999
3126,333.7309999999998
3127,338.62799999999993
3128,340.49500000000035
3129,329.07400000000007
3130,317.11699999999996
3131,343.1050000000003
3132,325.56300000000005
3133,335.05700000000013
3134,328.724
3135,312.251
3136,314.9610000000001
3137,308.663
3138,316.39099999999996
3139,316.3939999999999
3140,371.235
3141,306.05800000000005
3142,325.5770000000001
3143,328.95100000000025
3144,312.65699999999987
3145,329.39899999999994
3146,322.35800000000023
3147,316.8460000000002
3148,324.899
3149,334.022
3150,332.11000000000007
3151,307.7179999999999
3152,347.16399999999965
3153,326.41499999999996
3154,326.49299999999994
3155,338.1799999999998
3156,311.6180000000002
3157,320.93899999999996
3158,316.632
3159,314.6950000000003
3160,312.7830000000002
3161,325.54699999999974
3162,328.3580000000002
3163,306.8030000000001
3164,326.80700000000013
3165,325.43600000000004
3166,322.797
3167,323.1260000000002
3168,314.71799999999996
3169,302.31100000000015
3170,307.97100000000023
3171,329.41900000000004
3172,311.70599999999996
3173,351.0009999999999
3174,311.76
3175,315.06699999999995
3176,317.7849999999999
3177,333.43700000000007
3178,333.3180000000001
3179,303.132
3180,334.7249999999998
3181,312.32500000000016
3182,301.46
3183,324.49799999999976
3184,312.07999999999987
3185,328.42599999999976
3186,350.69900000000007
3187,332.4650000000002
3188,325.52199999999965
3189,317.8469999999998
3190,306.25800000000004
3191,314.9459999999997
3192,318.9040000000001
3193,340.779
3194,342.5270000000002
3195,358.11899999999986
3196,319.32799999999986
3197,327.33600000000007
3198,322.79399999999976
3199,315.94399999999996
3200,355.60599999999994
3201,314.1860000000003
3202,308.3729999999998
3203,338.1619999999998
3204,316.4199999999999
3205,316.15200000000004
3206,306.4619999999999
3207,353.7890000000003
3208,320.271
3209,325.14700000000016
3210,335.48199999999997
3211,328.01399999999995
3212,328.40100000000007
3213,349.69099999999986
3214,303.32199999999995
3215,313.06600000000003
3216,313.63500000000005
3217,314.0370000000002
3218,310.37500000000017
3219,311.5939999999998
3220,306.2149999999999
3221,322.2599999999999
3222,314.09599999999995
3223,314.1349999999998
3224,364.05799999999994
3225,313.24599999999987
3226,316.9689999999998
3227,334.0329999999999
3228,321.98299999999983
3229,310.8330000000005
3230,304.30499999999995
3231,327.357
3232,333.2750000000001
3233,304.4089999999999
3234,340.65199999999953
3235,323.746
3236,329.52200000000005
3237,310.44799999999987
3238,323.992
3239,319.8490000000004
3240,309.59799999999996
3241,325.4900000000001
3242,308.69300000000004
3243,308.6220000000001
3244,305.2020000000001
3245,320.2189999999999
3246,311.83200000000005
3247,335.43000000000006
3248,324.4789999999999
3249,310.00000000000017
3250,303.746
3251,331.0889999999999
3252,313.41499999999985
3253,310.5570000000001
3254,347.5669999999999
3255,313.7899999999999
3256,313.1820000000001
3257,328.163
3258,304.4240000000001
3259,310.62399999999997
3260,326.87300000000033
3261,332.68800000000016
3262,328.17600000000004
3263,363.151
3264,328.86900000000026
3265,335.02099999999996
3266,323.46000000000004
3267,314.18299999999994
3268,310.15899999999993
3269,333.2990000000001
3270,318.8849999999999
3271,349.759
3272,338.63200000000006
3273,314.8319999999999
3274,386.13699999999994
3275,328.657
3276,343.048
3277,317.2679999999999
3278,383.31300000000016
3279,320.1280000000001
3280,414.4630000000003
3281,339.939
3282,321.971
3283,321.67799999999994
3284,304.57200000000006
3285,345.101
3286,320.23499999999996
3287,313.7009999999998
3288,333.315
3289,343.8969999999998
3290,382.73999999999984
3291,317.7180000000001
3292,318.3270000000001
3293,307.89100000000013
3294,315.879
3295,324.615
3296,310.9230000000001
3297,320.8710000000003
3298,323.39900000000034
3299,331.47099999999983
3300,306.91499999999996
3301,312.38299999999987
3302,325.29499999999996
3303,312.0239999999998
3304,307.99299999999994
3305,331.49100000000016
3306,326.91300000000007
3307,309.84799999999996
3308,313.6629999999999
3309,319.25099999999986
3310,331.9229999999999
3311,330.3209999999999
3312,314.9180000000003
3313,312.6469999999997
3314,311.7159999999998
3315,314.855
3316,365.9130000000001
3317,315.783
3318,331.9570000000001
3319,307.5470000000001
3320,322.25300000000027
3321,309.13199999999995
3322,328.2140000000001
3323,308.2520000000002
3324,307.20099999999985
3325,326.49199999999996
3326,325.43899999999985
3327,323.22699999999986
3328,310.6310000000002
3329,303.577
3330,327.69799999999987
3331,303.9689999999999
3332,311.5410000000001
3333,316.3260000000002
3334,325.557
3335,327.6799999999996
3336,315.3030000000001
3337,338.37899999999996
3338,337.13599999999985
3339,334.5130000000001
3340,330.53700000000003
3341,346.112
3342,333.0540000000001
3343,320.1320000000002
3344,328.75699999999983
3345,353.88000000000017
3346,305.60599999999994
3347,309.833
3348,308.86700000000013
3349,316.7580000000001
3350,329.3369999999997
3351,333.6200000000001
3352,330.86100000000005
3353,305.402
3354,344.61099999999965
3355,308.19500000000033
3356,325.34999999999997
3357,338.0879999999997
3358,320.6809999999998
3359,317.1260000000001
3360,308.32100000000014
3361,343.019
3362,333.36700000000025
3363,336.2899999999999
3364,302.115
3365,317.68700000000024
3366,346.4939999999998
3367,301.20000000000005
3368,325.08299999999986
3369,317.28099999999995
3370,329.898
3371,315.43900000000014
3372,317.6240000000001
3373,304.34199999999987
3374,311.8999999999999
3375,335.23
3376,332.259
3377,319.389
3378,337.2370000000002
3379,323.573
3380,341.19599999999997
3381,322.684
3382,316.62499999999994
3383,313.65099999999995
3384,319.08600000000007
3385,315.42699999999985
3386,307.7519999999999
3387,337.724
3388,329.2769999999999
3389,353.9680000000001
3390,306.81100000000026
3391,333.079
3392,306.9959999999999
3393,328.8039999999998
3394,341.55
3395,333.126
3396,301.531
3397,310.4410000000002
3398,303.7080000000001
3399,314.54099999999994
3400,340.28499999999985
3401,320.06200000000007
3402,315.56600000000014
3403,344.042
3404,327.0429999999998
3405,342.80800000000005
3406,303.6439999999999
3407,311.93100000000004
3408,310.174
3409,346.2880000000001
3410,376.7130000000001
3411,339.85700000000026
3412,303.48699999999997
3413,310.611
3414,320.337
3415,301.44000000000005
3416,319.3039999999999
3417,318.75399999999996
3418,302.9390000000002
3419,315.2900000000002
3420,317.43400000000014
3421,328.4330000000001
3422,309.26500000000027
3423,323.66199999999975
3424,321.9129999999998
3425,326.77600000000007
3426,331.254
3427,312.298
3428,350.92500000000007
3429,302.87500000000006
3430,304.04500000000024
3431,320.35900000000015
3432,313.20400000000006
3433,318.13100000000026
3434,313.47299999999984
3435,326.6470000000001
3436,319.91300000000007
3437,347.9249999999997
3438,302.0750000000001
3439,331.0640000000001
3440,328.647
3441,305.09899999999993
3442,319.53299999999973
3443,315.87599999999986
3444,317.197
3445,319.01
3446,309.6240000000002
3447,336.87399999999997
3448,326.493
3449,300.9930000000001
3450,305.3639999999998
3451,352.3899999999997
3452,308.5369999999998
3453,308.7030000000001
3454,321.69599999999986
3455,313.3120000000001
3456,363.12599999999964
3457,314.0089999999999
3458,336.0980000000002
3459,318.7829999999999
3460,329.9070000000002
3461,323.9550000000001
3462,336.758
3463,343.431
3464,315.32899999999995
3465,311.67699999999996
3466,327.45700000000005
3467,337.8269999999999
3468,312.529
3469,315.1659999999998
3470,317.52800000000013
3471,320.33500000000015
3472,327.5839999999999
3473,332.48800000000006
3474,318.735
3475,333.88000000000005
3476,327.1490000000001
3477,351.6139999999999
3478,312.9869999999999
3479,307.2940000000002
3480,315.69499999999994
3481,321.80699999999985
3482,334.505
3483,310.18700000000007
3484,311.478
3485,324.8210000000002
3486,308.817
3487,306.293
3488,312.12100000000004
3489,422.89000000000027
3490,334.65599999999984
3491,307.903
3492,306.83300000000037
3493,312.3469999999998
3494,318.029
3495,311.4280000000001
3496,330.82399999999984
3497,304.57500000000016
3498,307.2380000000002
3499,335.7449999999998
3500,311.3549999999999
3501,321.557
3502,325.59600000000006
3503,316.6230000000001
3504,304.6120000000002
3505,309.8850000000001
3506,306.81799999999987
3507,326.59600000000023
3508,302.18899999999996
3509,314.3630000000002
3510,328.20200000000034
3511,318.4580000000001
3512,326.1679999999999
3513,305.524
3514,322.24199999999996
3515,304.50199999999984
3516,308.9189999999997
3517,307.41499999999996
3518,325.62899999999996
3519,455.4790000000003
3520,365.1509999999998
3521,315.70299999999986
3522,303.38700000000017
3523,320.742
3524,329.3440000000002
3525,328.9109999999997
3526,314.4740000000002
3527,310.134
3528,304.3880000000001
3529,317.44899999999996
3530,320.49700000000007
3531,315.50800000000015
3532,301.569
3533,307.8699999999998
3534,334.415
3535,303.24000000000007
3536,328.6650000000001
3537,325.536
3538,316.4310000000003
3539,322.568
3540,309.60200000000003
3541,311.8699999999999
3542,316.92700000000025
3543,324.3650000000001
3544,346.5389999999999
3545,340.15400000000017
3546,310.871
3547,317.9319999999998
3548,304.35800000000006
3549,305.54800000000006
3550,303.38000000000017
3551,316.5079999999998
3552,305.55100000000016
3553,336.5479999999999
3554,318.0920000000003
3555,315.5769999999998
3556,325.87100000000004
3557,307.50400000000013
3558,332.3460000000003
3559,309.51700000000005
3560,323.594
3561,346.49600000000015
3562,324.9899999999999
3563,302.827
3564,319.8129999999999
3565,318.028
3566,332.54200000000003
3567,319.12999999999994
3568,304.57299999999987
3569,317.7480000000003
3570,301.59399999999977
3571,314.812
3572,319.4329999999998
3573,308.7990000000002
3574,315.827
3575,318.3379999999998
3576,303.5709999999997
3577,316.51599999999996
3578,303.99100000000004
3579,316.39200000000005
3580,301.3510000000003
3581,330.6530000000001
3582,356.8000000000001
3583,335.75699999999995
3584,324.76500000000004
3585,350.27000000000015
3586,312.1430000000001
3587,311.6980000000003
3588,311.39900000000017
3589,328.5290000000002
3590,303.547
3591,336.4280000000001
3592,374.60600000000005
3593,320.356
3594,345.01000000000016
3595,301.89
3596,322.67199999999997
3597,336.66999999999985
3598,319.7369999999999
3599,339.70400000000006
3600,310.8980000000001
3601,319.046
3602,336.555
3603,316.2719999999999
3604,313.44400000000013
3605,334.0269999999998
3606,319.44499999999994
3607,318.774
3608,312.26600000000013
3609,328.0349999999999
3610,320.57099999999997
3611,315.9629999999999
3612,312.524
3613,334.8740000000001
3614,308.441
3615,337.84600000000006
3616,340.4089999999997
3617,332.11999999999995
3618,336.844
3619,376.22299999999996
3620,340.23999999999995
3621,319.15100000000024
3622,316.75399999999973
3623,325.16699999999986
3624,328.12100000000004
3625,334.55800000000005
3626,358.67800000000017
3627,311.67999999999995
3628,309.7110000000001
3629,312.99199999999996
3630,334.61299999999983
3631,330.941
3632,317.93199999999985
3633,321.35399999999987
3634,354.4040000000003
3635,361.7229999999998
3636,327.4239999999999
3637,305.08400000000006
3638,318.79299999999984
3639,313.36499999999995
3640,305.6440000000003
3641,314.3469999999999
3642,322.05999999999995
3643,326.7240000000001
3644,308.994
3645,314.9049999999999
3646,333.06399999999996
3647,308.5389999999997
3648,325.869
3649,314.77099999999996
3650,340.3519999999999
3651,333.031
3652,321.35
3653,334.27799999999974
3654,327.26299999999986
3655,310.196
3656,315.74100000000016
3657,327.86900000000014
3658,308.24199999999996
3659,309.67599999999993
3660,304.0369999999998
3661,365.5370000000001
3662,324.98399999999987
3663,334.6559999999999
3664,311.914
3665,325.7389999999998
3666,328.24099999999993
3667,330.4509999999998
3668,311.93100000000015
3669,311.37500000000006
3670,324.34600000000006
3671,316.74500000000006
3672,322.096
3673,310.0180000000002
3674,315.0529999999999
3675,305.43000000000006
3676,346.65700000000004
3677,335.58300000000025
3678,313.08799999999997
3679,311.5479999999999
3680,334.1219999999997
3681,317.40799999999996
3682,312.7369999999999
3683,339.5079999999996
3684,306.99699999999996
3685,310.38999999999993
3686,322.3039999999998
3687,306.775
3688,308.7020000000001
3689,335.35999999999984
3690,309.7369999999999
3691,317.43300000000016
3692,313.82700000000017
3693,329.9609999999999
3694,368.4890000000001
3695,303.1409999999998
3696,323.2369999999996
3697,336.4819999999997
3698,312.2130000000001
3699,357.8459999999997
3700,306.325
3701,321.11999999999995
3702,352.749
3703,308.9379999999999
3704,334.48200000000014
3705,330.1440000000002
3706,329.13799999999986
3707,304.219
3708,320.96500000000026
3709,314.0189999999997
3710,327.7579999999998
3711,337.02200000000016
3712,303.51000000000005
3713,305.9299999999999
3714,300.6789999999999
3715,343.8390000000001
3716,329.8309999999999
3717,327.21000000000004
3718,320.3880000000001
3719,331.23299999999995
3720,310.00900000000007
3721,302.8280000000001
3722,337.2120000000001
3723,333.49500000000006
3724,320.15000000000003
3725,319.83999999999986
3726,310.651
3727,337.9309999999998
3728,332.3750000000002
3729,310.1230000000003
3730,324.0339999999997
3731,316.06800000000027
3732,303.9769999999999
3733,300.96400000000017
3734,313.8610000000001
3735,333.95799999999986
3736,317.2530000000002
3737,313.98900000000015
3738,323.875
3739,315.5649999999997
3740,308.88800000000003
3741,317.58200000000016
3742,336.5050000000002
3743,303.2860000000001
3744,304.9440000000001
3745,305.56999999999994
3746,352.06600000000003
3747,329.99800000000005
3748,302.40800000000013
3749,321.2750000000001
3750,331.07900000000006
3751,333.18300000000016
3752,319.43500000000006
3753,304.662
3754,310.348
3755,312.84
3756,341.7829999999999
3757,325.0660000000002
3758,325.039
3759,316.81499999999994
3760,341.24600000000004
3761,319.208
3762,318.80000000000007
3763,304.565
3764,328.298
3765,322.44500000000005
3766,311.72900000000016
3767,336.2480000000001
3768,342.6619999999998
3769,356.0300000000003
3770,313.99499999999983
3771,333.92
3772,320.12899999999985
3773,303.6530000000001
3774,311.2509999999999
3775,339.227
3776,326.7160000000002
3777,307.52099999999996
3778,312.031
3779,311.7829999999999
3780,330.89800000000025
3781,333.9660000000001
3782,336.82200000000006
3783,329.66100000000023
3784,312.05100000000004
3785,312.79700000000014
3786,303.67100000000005
3787,338.77799999999996
3788,334.80499999999984
3789,310.05199999999985
3790,344.88399999999984
3791,309.9669999999999
3792,315.05499999999995
3793,316.88800000000015
3794,327.6719999999998
3795,318.7199999999997
3796,330.0090000000002
3797,329.32000000000016
3798,320.69399999999985
3799,324.00199999999984
3800,304.19000000000005
3801,323.5709999999998
3802,310.2569999999998
3803,327.204
3804,321.5089999999999
3805,326.032
3806,305.3440000000001
3807,337.73200000000014
3808,319.40099999999995
3809,332.9479999999998
3810,322.88500000000005
3811,317.89899999999983
3812,346.8770000000001
3813,313.3420000000001
3814,338.66700000000003
3815,322.16799999999995
3816,346.8100000000002
3817,324.7240000000002
3818,410.0379999999997
3819,319.8939999999999
3820,312.17400000000015
3821,318.98299999999995
3822,336.0890000000001
3823,337.9470000000001
3824,315.6029999999997
3825,329.0820000000001
3826,320.38199999999995
3827,325.615
3828,322.84600000000034
3829,308.90499999999963
3830,324.0959999999999
3831,327.37200000000007
3832,331.3439999999999
3833,359.17799999999966
3834,309.75199999999995
3835,316.281
3836,339.962
3837,335.62500000000017
3838,315.35999999999984
3839,320.0939999999998
3840,308.7080000000003
3841,345.1479999999999
3842,318.7659999999998
3843,307.1529999999999
3844,314.9359999999999
3845,321.402
3846,314.21700000000004
3847,367.6710000000001
3848,320.6169999999999
3849,322.772
3850,322.81200000000007
3851,303.1109999999998
3852,310.7099999999997
3853,334.0450000000001
3854,305.99499999999995
3855,328.00100000000015
3856,312.994
3857,314.752
3858,310.1069999999999
3859,325.6940000000001
3860,322.89199999999994
3861,319.465
3862,304.1259999999999
3863,330.39499999999975
3864,354.56900000000024
3865,332.5780000000002
3866,365.12900000000025
3867,311.9980000000002
3868,333.256
3869,330.14400000000006
3870,304.47100000000006
3871,322.38099999999986
3872,315.347
3873,320.0320000000001
3874,341.7190000000002
3875,311.7809999999999
3876,312.21700000000004
3877,312.48099999999994
3878,321.0730000000001
3879,320.5780000000001
3880,311.03900000000004
3881,329.454
3882,319.4739999999998
3883,337.80500000000035
3884,313.6159999999998
3885,309.651
3886,316.08299999999997
3887,326.78000000000014
3888,318.7210000000003
3889,324.5359999999998
3890,332.0109999999999
3891,317.8679999999997
3892,315.5239999999998
3893,330.81600000000003
3894,315.51899999999995
3895,323.0509999999999
3896,321.72500000000014
3897,305.311
3898,322.43899999999985
3899,339.4530000000001
3900,319.192
3901,325.2279999999999
3902,309.85500000000025
3903,320.61200000000014
3904,305.73500000000024
3905,334.89299999999986
3906,323.3539999999997
3907,314.662
3908,334.94800000000004
3909,343.86600000000027
3910,329.478
3911,309.19899999999996
3912,317.70599999999985
3913,332.668
3914,306.26800000000003
3915,327.3109999999997
3916,337.14099999999996
3917,364.11199999999974
3918,322.017
3919,317.37700000000024
3920,333.97700000000003
3921,337.80300000000017
3922,305.59000000000026
3923,309.8440000000002
3924,323.458
3925,305.3020000000001
3926,309.7299999999998
3927,310.8220000000001
3928,411.51400000000035
3929,325.288
3930,301.06800000000004
3931,313.2850000000001
3932,323.80899999999997
3933,321.8369999999998
3934,312.3019999999999
3935,322.69
3936,337.8620000000002
3937,306.4179999999999
3938,306.17900000000026
3939,312.36699999999985
3940,354.92900000000026
3941,330.54000000000013
3942,307.67
3943,323.0330000000001
3944,317.4229999999999
3945,323.44300000000015
3946,312.6969999999998
3947,332.01499999999993
3948,332.4470000000002
3949,303.71800000000013
3950,319.50899999999984
3951,327.36099999999993
3952,305.2989999999999
3953,348.1229999999999
3954,313.5409999999999
3955,332.88600000000014
3956,313.2739999999998
3957,308.0099999999998
3958,337.6740000000001
3959,318.685
3960,330.91899999999987
3961,325.5260000000001
3962,311.013
3963,326.506
3964,318.882
3965,339.6
3966,337.3259999999999
3967,336.06499999999994
3968,304.36100000000005
3969,322.55100000000004
3970,315.526
3971,319.26200000000006
3972,322.3559999999997
3973,315.4949999999999
3974,331.57800000000026
3975,305.03400000000016
3976,313.50499999999977
3977,319.5879999999999
3978,310.93399999999997
3979,317.6070000000002
3980,335.42600000000016
3981,305.2559999999998
3982,303.323
3983,312.5359999999999
3984,311.5300000000002
3985,321.9269999999999
3986,327.89500000000015
3987,331.19100000000014
3988,311.5240000000001
3989,345.67099999999994
3990,324.969
3991,304.00700000000006
3992,332.5310000000002
3993,325.11300000000006
3994,315.08000000000027
3995,309.8549999999996
3996,327.91900000000015
3997,304.7829999999998
3998,345.50300000000004
3999,340.38299999999987
4000,326.43800000000016
4001,310.92400000000015
4002,325.8260000000001
4003,335.22299999999996
4004,317.4150000000002
4005,317.2489999999998
4006,303.17400000000015
4007,330.9799999999999
4008,311.716
4009,311.7519999999999
4010,317.582
4011,329.21
4012,341.19699999999995
4013,306.1410000000001
4014,318.2590000000002
4015,316.7520000000001
4016,323.402
4017,333.73600000000005
4018,348.56100000000004
4019,323.3440000000001
4020,360.11199999999985
4021,335.0119999999999
4022,332.2059999999998
4023,336.0670000000001
4024,323.2890000000001
4025,337.51800000000003
4026,315.87200000000024
4027,318.7049999999999
4028,318.203
4029,316.92400000000015
4030,301.484
4031,326.86700000000013
4032,320.2749999999998
4033,313.24500000000006
4034,310.60099999999983
4035,304.13200000000006
4036,325.309
4037,322.06699999999995
4038,331.4530000000002
4039,314.51099999999985
4040,313.3790000000001
4041,311.31699999999995
4042,314.871
4043,316.4530000000001
4044,326.11000000000007
4045,309.62600000000003
4046,338.85300000000024
4047,301.7879999999999
4048,311.30900000000014
4049,327.35799999999995
4050,322.11
4051,430.08600000000007
4052,323.1050000000001
4053,322.4680000000001
4054,331.89
4055,313.6040000000002
4056,405.094
4057,308.293
4058,369.87700000000007
4059,336.02999999999986
4060,302.98299999999983
4061,347.6430000000001
4062,325.35999999999996
4063,305.6400000000003
4064,321.4989999999999
4065,330.8550000000001
4066,325.20399999999995
4067,301.8360000000002
4068,314.6670000000004
4069,306.89300000000026
4070,306.63599999999997
4071,310.602
4072,327.24499999999983
4073,307.6550000000001
4074,305.95300000000003
4075,329.5789999999998
4076,304.7210000000001
4077,317.2200000000001
4078,323.2940000000002
4079,324.51200000000006
4080,319.9189999999998
4081,340.25999999999993
4082,312.11700000000013
4083,307.99000000000007
4084,342.60000000000014
4085,304.5810000000001
4086,388.2110000000001
4087,320.788
4088,306.2410000000001
4089,336.37699999999995
4090,320.24600000000015
4091,305.406
4092,315.43200000000013
4093,357.8790000000003
4094,313.06799999999976
4095,304.30800000000005
4096,317.2989999999999
4097,318.957
4098,306.3269999999999
4099,307.95200000000017
4100,351.6390000000002
4101,331.02700000000004
4102,338.1269999999997
4103,332.5869999999999
4104,306.35400000000016
4105,330.43499999999995
4106,336.3539999999998
4107,311.28899999999993
4108,329.19699999999995
4109,322.04100000000005
4110,320.80300000000005
4111,329.2720000000003
4112,321.92900000000003
4113,321.4849999999999
4114,321.117
4115,334.63200000000006
4116,323.7840000000002
4117,303.99499999999995
4118,322.70299999999986
4119,307.7
4120,327.8529999999999
4121,330.4969999999999
4122,324.416
4123,311.0900000000001
4124,310.5999999999999
4125,323.7499999999998
4126,322.3210000000001
4127,332.08299999999997
4128,329.13000000000017
4129,332.54099999999994
4130,325.676
4131,322.155
4132,316.3099999999999
4133,369.126
4134,307.2799999999999
4135,315.66699999999975
4136,344.1250000000002
4137,339.63500000000016
4138,317.2779999999999
4139,315.80900000000025
4140,352.56700000000006
4141,321.57099999999974
4142,324.5610000000001
4143,334.48900000000003
4144,319.4740000000001
4145,321.6940000000001
4146,317.61400000000003
4147,351.9440000000001
4148,307.32099999999997
4149,336.29900000000004
4150,326.489
4151,339.96899999999994
4152,319.98100000000005
4153,314.9229999999997
4154,333.74999999999983
4155,307.29599999999976
4156,342.57299999999975
4157,305.5260000000002
4158,324.649
4159,314.06999999999977
4160,326.98600000000005
4161,363.2600000000002
4162,322.319
4163,325.54000000000013
4164,324.5430000000003
4165,324.3520000000002
4166,314.037
4167,309.6590000000001
4168,311.87699999999995
4169,322.907
4170,328.97600000000006
4171,344.07400000000007
4172,316.2350000000001
4173,322.67800000000017
4174,318.5379999999999
4175,341.5110000000001
4176,319.3030000000002
4177,334.9599999999999
4178,337.6520000000001
4179,327.5140000000001
4180,331.5590000000001
4181,339.727
4182,319.4420000000002
4183,305.754
4184,332.73200000000014
4185,330.6599999999999
4186,333.19499999999977
4187,312.0510000000002
4188,311.5029999999999
4189,306.16800000000006
4190,326.19699999999995
4191,315.81100000000004
4192,313.289
4193,302.9560000000001
4194,315.45099999999985
4195,319.87399999999985
4196,327.0609999999999
4197,330.19800000000026
4198,342.77100000000013
4199,335.1090000000001
4200,305.362
4201,308.2520000000001
4202,331.9089999999998
4203,351.6019999999998
4204,331.88300000000004
4205,340.28899999999965
4206,327.75199999999984
4207,303.52499999999975
4208,318.26500000000016
4209,333.0880000000001
4210,315.8569999999999
4211,326.68500000000023
4212,337.7979999999997
4213,333.28299999999996
4214,316.98
4215,310.30899999999997
4216,371.848
4217,317.86499999999984
4218,304.2899999999998
4219,334.3320000000001
4220,321.0230000000001
4221,305.95900000000006
4222,325.5310000000002
4223,324.7439999999999
4224,326.72
4225,310.4869999999999
4226,307.46299999999985
4227,316.69699999999995
4228,306.9560000000001
4229,307.82000000000016
4230,316.18699999999995
4231,329.05700000000013
4232,302.2450000000001
4233,331.506
4234,315.168
4235,320.129
4236,330.92900000000003
4237,325.08199999999994
4238,305.53500000000014
4239,317.807
4240,320.81300000000005
4241,339.58099999999996
4242,316.5809999999998
4243,330.8289999999999
4244,324.1809999999999
4245,343.514
4246,315.659
4247,388.86900000000037
4248,303.2460000000001
4249,350.162
4250,358.6029999999997
4251,317.14099999999996
4252,337.7869999999999
4253,335.44
4254,321.86100000000033
4255,310.61199999999985
4256,330.1080000000002
4257,342.085
4258,303.5510000000001
4259,359.01299999999986
4260,312.03200000000015
4261,325.453
4262,358.8999999999997
4263,319.281
4264,312.56399999999996
4265,310.2350000000001
4266,316.11500000000024
4267,314.1039999999997
4268,323.1209999999999
4269,331.3140000000001
4270,314.7289999999998
4271,304.23
4272,316.6389999999998
4273,314.7689999999999
4274,317.2219999999999
4275,310.326
4276,326.9500000000001
4277,365.7760000000003
4278,322.68700000000007
4279,327.12399999999997
4280,330.0490000000001
4281,305.465
4282,307.202
4283,343.4030000000001
4284,303.8330000000001
4285,335.1629999999998
4286,332.91200000000026
4287,306.91800000000023
4288,320.9799999999999
4289,320.4490000000002
4290,330.5359999999999
4291,316.537
4292,304.44399999999996
4293,321.295
4294,319.77499999999986
4295,313.92299999999966
4296,314.4620000000001
4297,315.16499999999974
4298,312.9239999999999
4299,330.0150000000002
4300,309.94199999999984
4301,338.3169999999996
4302,320.7439999999999
4303,328.05999999999983
4304,351.7039999999998
4305,323.11000000000035
4306,326.94699999999995
4307,326.7179999999999
4308,320.36600000000016
4309,309.39799999999997
4310,307.01599999999985
4311,328.61
4312,323.53399999999976
4313,349.62700000000007
4314,348.7010000000004
4315,330.71699999999976
4316,313.1799999999999
4317,310.2760000000001
4318,358.82200000000006
4319,324.7380000000001
4320,310.11600000000004
4321,334.96700000000004
4322,317.36299999999983
4323,341.675
4324,346.9849999999998
4325,311.1290000000001
4326,304.77699999999993
4327,322.76899999999995
4328,307.50399999999985
4329,319.88300000000004
4330,325.59900000000016
4331,305.84999999999997
4332,313.04099999999994
4333,310.091
4334,312.26100000000014
4335,342.1300000000002
4336,314.242
4337,323.2869999999995
4338,314.945
4339,331.7969999999999
4340,315.53900000000027
4341,313.2030000000002
4342,319.13099999999986
4343,304.3120000000001
4344,309.58099999999985
4345,314.99100000000004
4346,321.37999999999994
4347,329.39300000000003
4348,323.44400000000013
4349,332.54000000000013
4350,325.07299999999975
4351,313.0809999999997
4352,334.8219999999998
4353,328.99099999999976
4354,351.03
4355,332.884
4356,307.168
4357,324.374
4358,311.7650000000001
4359,339.7400000000003
4360,333.82100000000014
4361,320.04800000000006
4362,304.6439999999999
4363,322.6689999999999
4364,341.21499999999986
4365,324.89899999999994
4366,314.7800000000001
4367,319.92800000000005
4368,321.81199999999995
4369,318.389
